x,y
0,-1.333
-0.0293,-1.3623
-0.1001,-1.4038
-0.1489,-1.4429
-0.1978,-1.5015
-0.2173,-1.5527
-0.2588,-1.5918
-0.2783,-1.6528
-0.3174,-1.7017
-0.3467,-1.7505
-0.3589,-1.792
-0.3882,-1.8408
-0.3882,-1.8994
-0.437,-1.9604
-0.4565,-2.019
-0.4663,-2.0898
-0.5078,-2.1289
-0.5078,-2.1997
-0.5176,-2.2388
-0.5273,-2.2681
-0.5664,-2.3193
-0.5859,-2.3584
-0.6177,-2.4072
-0.6274,-2.4487
-0.6372,-2.478
-0.6372,-2.5269
-0.647,-2.5684
-0.6665,-2.627
-0.686,-2.666
-0.6958,-2.7075
-0.7056,-2.7466
-0.7349,-2.7759
-0.7349,-2.8369
-0.7568,-2.8662
-0.7861,-2.8955
-0.7959,-2.937
-0.7764,-2.9468
-0.7861,-2.9761
-0.7861,-2.9956
-0.8252,-3.0151
-0.8154,-3.0444
-0.835,-3.0444
-0.8154,-3.0542
-0.835,-3.0664
-0.8252,-3.0542
-0.8643,-3.0347
-0.8252,-2.9956
-0.7959,-2.915
-0.835,-2.8369
-0.8252,-2.7759
-0.8154,-2.7271
-0.7959,-2.666
-0.8057,-2.5781
-0.8057,-2.5366
-0.7666,-2.478
-0.7666,-2.3975
-0.7666,-2.3291
-0.7764,-2.2681
-0.7666,-2.2095
-0.7568,-2.1387
-0.7471,-2.0605
-0.7471,-1.9897
-0.7471,-1.8994
-0.7251,-1.8311
-0.7153,-1.7407
-0.7056,-1.6724
-0.7056,-1.582
-0.686,-1.4819
-0.686,-1.394
-0.6763,-1.2842
-0.6763,-1.1841
-0.6763,-1.0938
-0.6763,-0.9839
-0.6763,-0.896
-0.647,-0.7959
-0.6567,-0.6958
-0.6372,-0.6274
-0.6372,-0.5371
-0.6177,-0.437
-0.5859,-0.3589
-0.5957,-0.2783
-0.5762,-0.1782
-0.5859,-0.0879
-0.5762,0
-0.5566,0.0903
-0.5566,0.1904
-0.5273,0.2686
-0.5078,0.3687
-0.5176,0.459
-0.498,0.5591
-0.4663,0.6274
-0.4468,0.7178
-0.4175,0.7959
-0.3784,0.8667
-0.3369,0.9253
-0.2881,0.9863
-0.2075,1.0547
-0.1392,1.1157
-0.0879,1.1841
-0.0098,1.2354
0.061,1.2842
0.1294,1.3354
0.1807,1.3745
0.2295,1.4331
0.2881,1.4941
0.3101,1.5332
0.3491,1.582
0.3784,1.6333
0.4077,1.6821
0.4175,1.7334
0.459,1.7627
0.4883,1.8213
0.5078,1.8726
0.5273,1.9409
0.5591,1.9824
0.5688,2.0508
0.6079,2.1216
0.5981,2.1606
0.6274,2.2192
0.647,2.2607
0.6567,2.3193
0.6763,2.3608
0.6982,2.3999
0.6982,2.4585
0.7471,2.4902
0.7568,2.5098
0.7568,2.5879
0.7959,2.6294
0.7764,2.6685
0.8057,2.7173
0.8179,2.7686
0.8276,2.7881
0.8472,2.8271
0.8667,2.8662
0.8765,2.8979
0.8765,2.9272
0.9058,2.9468
0.9058,2.9761
0.9155,2.9956
0.9253,3.0176
0.9351,3.0273
0.9253,3.0469
0.9351,3.0566
0.9155,3.0469
0.957,3.0469
0.9155,3.0273
0.9155,2.9663
0.9351,2.8979
0.9058,2.8369
0.9253,2.7588
0.9155,2.6978
0.9155,2.6294
0.896,2.5781
0.8862,2.5195
0.8862,2.4585
0.8667,2.3901
0.8667,2.3291
0.8569,2.2607
0.8276,2.1899
0.8472,2.1411
0.8276,2.0605
0.8057,1.9824
0.8472,1.9019
0.7959,1.8311
0.7959,1.7432
0.7861,1.6626
0.7764,1.5723
0.7764,1.4746
0.7568,1.3843
0.7666,1.3037
0.7666,1.1841
0.7373,1.0962
0.7373,0.9863
0.7568,0.8667
0.7471,0.7959
0.7275,0.6982
0.7178,0.6177
0.708,0.5273
0.7178,0.4297
0.6982,0.3491
0.6763,0.2686
0.6982,0.1807
0.6665,0.0903
0.6567,0
0.647,-0.0781
0.647,-0.188
0.647,-0.2686
0.6177,-0.3589
0.5981,-0.4468
0.5786,-0.5371
0.5688,-0.6177
0.5371,-0.7153
0.5078,-0.7861
0.4785,-0.8545
0.4175,-0.9448
0.4175,-1.0352
0.3491,-1.084
0.2686,-1.1548
0.1904,-1.2134
0.1001,-1.2646
0.0098,-1.3135
-0.0488,-1.3623
-0.1001,-1.4038
-0.1392,-1.4526
-0.1782,-1.4917
-0.2295,-1.5625
-0.249,-1.582
-0.2979,-1.6406
-0.3271,-1.6821
-0.3467,-1.731
-0.3589,-1.77
-0.3882,-1.8311
-0.4175,-1.8994
-0.4272,-1.9409
-0.4468,-2.0093
-0.4883,-2.0508
-0.5078,-2.0996
-0.5176,-2.1704
-0.5371,-2.2192
-0.5469,-2.2583
-0.5566,-2.2998
-0.5957,-2.3486
-0.5859,-2.3779
-0.6177,-2.4072
-0.6274,-2.4683
-0.6372,-2.5171
-0.647,-2.5586
-0.6763,-2.6074
-0.6763,-2.6367
-0.7251,-2.6978
-0.7251,-2.7368
-0.7471,-2.7759
-0.7349,-2.8174
-0.7568,-2.8467
-0.7764,-2.876
-0.7666,-2.9053
-0.7861,-2.9468
-0.8057,-2.9761
-0.8057,-2.9858
-0.8154,-3.0151
-0.8252,-3.0249
-0.8154,-3.0347
-0.8057,-3.0542
-0.835,-3.0444
-0.835,-3.0347
-0.835,-3.0249
-0.8252,-2.9956
-0.9155,-2.915
-0.835,-2.8467
-0.8154,-2.7759
-0.8154,-2.7173
-0.7861,-2.666
-0.7959,-2.5879
-0.7959,-2.5269
-0.7861,-2.4683
-0.7568,-2.4072
-0.7861,-2.3486
-0.7568,-2.2778
-0.7666,-2.2095
-0.7471,-2.1484
-0.7349,-2.0703
-0.7349,-1.9897
-0.7056,-1.9214
-0.7153,-1.8506
-0.7349,-1.7603
-0.686,-1.6724
-0.7056,-1.582
-0.6763,-1.5015
-0.6665,-1.3818
-0.6763,-1.3135
-0.6567,-1.2134
-0.647,-1.1133
-0.6763,-1.0059
-0.647,-0.9253
-0.647,-0.8154
-0.647,-0.7251
-0.647,-0.647
-0.6177,-0.5469
-0.6055,-0.4565
-0.5957,-0.3784
-0.5957,-0.2783
-0.5859,-0.1978
-0.5762,-0.1099
-0.5566,-0.0195
-0.5469,0.0708
-0.5273,0.1587
-0.5469,0.2588
-0.5371,0.3296
-0.498,0.4297
-0.4663,0.5078
-0.4761,0.6079
-0.4565,0.6982
-0.3979,0.7568
-0.3687,0.8374
-0.3467,0.9155
-0.2881,0.9668
-0.249,1.0449
-0.1782,1.0962
-0.0879,1.1646
-0.0293,1.2061
0.0195,1.2842
0.1099,1.3232
0.1709,1.3745
0.21,1.4233
0.2588,1.4746
0.3198,1.5039
0.3296,1.5625
0.3491,1.6138
0.4077,1.6724
0.4077,1.7114
0.4492,1.7627
0.4688,1.8018
0.498,1.8628
0.5176,1.9116
0.5371,1.9604
0.5591,2.0117
0.6079,2.0801
0.5981,2.1509
0.6177,2.1899
0.6372,2.2412
0.6567,2.2998
0.6665,2.3389
0.6885,2.3804
0.6982,2.4097
0.7178,2.4683
0.7373,2.5098
0.7568,2.5586
0.7568,2.6074
0.7764,2.6489
0.8179,2.688
0.8374,2.7368
0.8472,2.7686
0.8472,2.8076
0.8569,2.8662
0.8765,2.8662
0.8862,2.9077
0.896,2.937
0.9058,2.9468
0.9253,2.9858
0.9253,2.9956
0.9473,3.0078
0.9253,3.0371
0.9473,3.0469
0.9473,3.0371
0.9253,3.0469
0.9351,3.0176
0.9473,2.9858
0.8765,2.9077
0.9351,2.8467
0.9155,2.7783
0.9253,2.7173
0.9155,2.6294
0.9058,2.5977
0.9058,2.5098
0.9058,2.4585
0.8862,2.4097
0.8667,2.3291
0.8667,2.2705
0.8569,2.1997
0.8569,2.1411
0.8374,2.0605
0.8374,1.9824
0.8179,1.9116
0.8057,1.8115
0.8179,1.7627
0.7764,1.6626
0.7959,1.582
0.7861,1.4746
0.7764,1.394
0.7568,1.3037
0.7568,1.1938
0.7568,1.0962
0.7471,1.0059
0.7471,0.9058
0.7471,0.8057
0.7275,0.7178
0.708,0.6177
0.7275,0.5273
0.6982,0.459
0.708,0.3687
0.6885,0.2881
0.6885,0.2002
0.6885,0.1099
0.6665,0.0293
0.6567,-0.0684
0.6567,-0.1587
0.6079,-0.2588
0.6177,-0.3467
0.6079,-0.437
0.5884,-0.5176
0.5786,-0.6055
0.5176,-0.686
0.5176,-0.7666
0.4785,-0.8447
0.4297,-0.9253
0.4175,-1.0059
0.3491,-1.084
0.2783,-1.145
0.1807,-1.2036
0.1099,-1.2646
0.0415,-1.2842
-0.0293,-1.3525
-0.0879,-1.3818
-0.1196,-1.4429
-0.1587,-1.4722
-0.2173,-1.5332
-0.249,-1.5723
-0.2783,-1.6309
-0.2979,-1.6724
-0.3174,-1.7212
-0.3467,-1.77
-0.3687,-1.8311
-0.3882,-1.8701
-0.437,-1.9214
-0.437,-1.9995
-0.4761,-2.041
-0.498,-2.0996
-0.498,-2.1606
-0.498,-2.1997
-0.5078,-2.2485
-0.5371,-2.2998
-0.5664,-2.3291
-0.5957,-2.3584
-0.5957,-2.4072
-0.6055,-2.4487
-0.6274,-2.5073
-0.647,-2.5488
-0.6665,-2.5977
-0.686,-2.627
-0.686,-2.688
-0.7056,-2.7173
-0.7056,-2.7661
-0.7349,-2.7954
-0.7349,-2.8467
-0.7568,-2.8662
-0.7349,-2.9053
-0.7666,-2.9248
-0.7666,-2.9663
-0.7959,-2.9761
-0.8057,-2.9956
-0.8154,-3.0151
-0.8252,-3.0444
-0.8252,-3.0444
-0.8154,-3.0444
-0.8252,-3.0444
-0.835,-3.0444
-0.8057,-3.0151
-0.9644,-2.9248
-0.8057,-2.8467
-0.8154,-2.7856
-0.8057,-2.7271
-0.8057,-2.6782
-0.7959,-2.5977
-0.7764,-2.5366
-0.7861,-2.478
-0.7959,-2.4194
-0.7568,-2.3486
-0.7666,-2.2778
-0.7666,-2.2095
-0.7666,-2.1387
-0.7349,-2.0801
-0.7471,-2.0093
-0.7349,-1.9312
-0.7251,-1.8506
-0.7153,-1.77
-0.686,-1.6919
-0.6958,-1.5918
-0.6958,-1.5112
-0.686,-1.4136
-0.6958,-1.3135
-0.6567,-1.2231
-0.6763,-1.123
-0.6567,-1.0352
-0.647,-0.9253
-0.6372,-0.8447
-0.6372,-0.7349
-0.6177,-0.6567
-0.6274,-0.5469
-0.6177,-0.4663
-0.5859,-0.3882
-0.5859,-0.2881
-0.5957,-0.2075
-0.5957,-0.1099
-0.5859,-0.0391
-0.5566,0.0708
-0.5566,0.1392
-0.5273,0.2393
-0.5273,0.3296
-0.5176,0.4175
-0.5078,0.5078
-0.4663,0.6079
-0.4468,0.6885
-0.4175,0.7666
-0.3784,0.8179
-0.3467,0.9058
-0.2979,0.9668
-0.2393,1.0449
-0.1782,1.0962
-0.1099,1.1548
-0.0293,1.2158
0.0293,1.2744
0.0903,1.3135
0.1587,1.3647
0.21,1.4136
0.2686,1.4648
0.3003,1.5137
0.3394,1.5527
0.3589,1.6138
0.3784,1.6528
0.3882,1.6919
0.4492,1.7529
0.4883,1.792
0.4785,1.853
0.498,1.9019
0.5273,1.9604
0.5469,2.0313
0.5688,2.0703
0.5786,2.1313
0.6177,2.1802
0.6372,2.2412
0.647,2.2803
0.6665,2.3193
0.6763,2.3804
0.708,2.4097
0.7471,2.478
0.7568,2.5195
0.7471,2.5781
0.7764,2.6196
0.8057,2.6489
0.8057,2.688
0.7959,2.7271
0.8057,2.7686
0.8374,2.8076
0.8472,2.8369
0.8667,2.8784
0.8765,2.9077
0.8765,2.937
0.896,2.9663
0.896,2.9858
0.9253,3.0078
0.9351,3.0273
0.9253,3.0371
0.9155,3.0469
0.9473,3.0469
0.9253,3.0469
0.9351,3.0273
0.9058,2.9761
0.8765,2.9077
0.9155,2.8369
0.9253,2.7686
0.9058,2.7075
0.9058,2.6489
0.896,2.5781
0.8862,2.5293
0.8569,2.4683
0.8667,2.3999
0.8765,2.3389
0.8374,2.2803
0.8374,2.2095
0.8472,2.1313
0.8276,2.0605
0.8374,2.002
0.8057,1.9116
0.8179,1.8408
0.7764,1.7529
0.7861,1.6626
0.8057,1.582
0.7959,1.5039
0.7764,1.4038
0.7471,1.3037
0.7471,1.2158
0.7568,1.0962
0.7568,1.0156
0.7275,0.9058
0.7275,0.8179
0.7373,0.7275
0.708,0.6372
0.7275,0.5469
0.7178,0.459
0.6763,0.3687
0.6982,0.3003
0.6763,0.21
0.6665,0.1099
0.6665,0.0293
0.647,-0.0586
0.6372,-0.1587
0.6372,-0.2588
0.6177,-0.3369
0.6079,-0.437
0.5688,-0.498
0.5688,-0.5859
0.5371,-0.686
0.5176,-0.7568
0.498,-0.835
0.4492,-0.9155
0.3979,-0.9839
0.3589,-1.0742
0.2881,-1.145
0.2002,-1.2036
0.0903,-1.2646
0.0415,-1.2939
-0.0195,-1.3525
-0.0586,-1.3818
-0.1196,-1.4331
-0.1489,-1.4819
-0.2295,-1.5332
-0.2075,-1.5723
-0.2783,-1.6113
-0.3076,-1.6821
-0.3271,-1.7212
-0.3369,-1.77
-0.3882,-1.8311
-0.3882,-1.8799
-0.4272,-1.9312
-0.4272,-1.9995
-0.4565,-2.041
-0.4761,-2.0996
-0.4883,-2.1606
-0.5078,-2.2095
-0.5371,-2.2485
-0.5566,-2.29
-0.5566,-2.3291
-0.5859,-2.3779
-0.5957,-2.4194
-0.5957,-2.4585
-0.6055,-2.5171
-0.6372,-2.5586
-0.6665,-2.5977
-0.686,-2.6367
-0.6958,-2.6978
-0.7153,-2.7368
-0.7153,-2.7759
-0.7153,-2.8076
-0.7471,-2.8369
-0.7251,-2.8662
-0.7568,-2.915
-0.7764,-2.937
-0.7861,-2.9761
-0.7861,-2.9956
-0.835,-3.0054
-0.8154,-3.0151
-0.8252,-3.0542
-0.835,-3.0347
-0.835,-3.0542
-0.8447,-3.0347
-0.835,-3.0444
-0.835,-3.0054
-0.9839,-2.9248
-0.8154,-2.8564
-0.835,-2.7856
-0.8154,-2.7368
-0.7861,-2.666
-0.7861,-2.6074
-0.8057,-2.5488
-0.7959,-2.4976
-0.7666,-2.4292
-0.7666,-2.3486
-0.7471,-2.2998
-0.7349,-2.2095
-0.7349,-2.1484
-0.7349,-2.0801
-0.7153,-1.9995
-0.7251,-1.9312
-0.7056,-1.8506
-0.686,-1.77
-0.7056,-1.6919
-0.6958,-1.6113
-0.686,-1.5112
-0.686,-1.4233
-0.6763,-1.333
-0.6665,-1.2329
-0.6665,-1.1353
-0.647,-1.0059
-0.647,-0.9448
-0.647,-0.835
-0.6372,-0.7568
-0.6372,-0.647
-0.6055,-0.5664
-0.6055,-0.4663
-0.6177,-0.3784
-0.5859,-0.2979
-0.5762,-0.2075
-0.5664,-0.1196
-0.5664,-0.0293
-0.5469,0.061
-0.5469,0.1392
-0.5371,0.2393
-0.5176,0.3296
-0.5078,0.4395
-0.498,0.5176
-0.4565,0.5884
-0.437,0.6665
-0.4272,0.7568
-0.3979,0.8276
-0.3467,0.896
-0.3076,0.957
-0.2588,1.0254
-0.1782,1.0962
-0.0879,1.145
-0.0195,1.2061
0.0415,1.2744
0.0806,1.3232
0.1709,1.3647
0.2295,1.4038
0.2393,1.4648
0.2881,1.5039
0.3101,1.5527
0.3491,1.604
0.3882,1.6431
0.4175,1.7114
0.4297,1.7432
0.4785,1.8018
0.4785,1.853
0.498,1.9116
0.5371,1.9727
0.5688,2.0313
0.5786,2.0898
0.5884,2.1411
0.5981,2.1899
0.6372,2.2412
0.647,2.2705
0.6567,2.3486
0.6885,2.3804
0.6982,2.4194
0.7178,2.4902
0.7373,2.5195
0.7568,2.5684
0.7764,2.6196
0.7959,2.6489
0.8057,2.6978
0.8179,2.7368
0.8057,2.7686
0.8667,2.8271
0.8472,2.8467
0.8765,2.8784
0.8862,2.9077
0.8765,2.937
0.896,2.9663
0.9155,2.9858
0.9253,3.0176
0.9253,3.0371
0.9351,3.0469
0.9253,3.0469
0.9351,3.0469
0.9473,3.0371
0.9351,3.0273
0.9253,2.9858
0.9058,2.8979
0.9253,2.8271
0.896,2.7783
0.9351,2.7173
0.896,2.6587
0.9253,2.5977
0.8862,2.5391
0.8862,2.4683
0.8862,2.4097
0.8569,2.3486
0.8569,2.2607
0.8472,2.2095
0.8472,2.1411
0.8472,2.0703
0.8276,2.002
0.8179,1.9214
0.8057,1.8213
0.8057,1.7627
0.7959,1.6724
0.7764,1.5942
0.7861,1.5137
0.7666,1.4038
0.7666,1.3232
0.7666,1.2158
0.7471,1.1157
0.7178,1.0156
0.7471,0.9155
0.7275,0.8179
0.7471,0.7373
0.7178,0.6372
0.7178,0.5469
0.708,0.4688
0.6982,0.3882
0.6982,0.2881
0.6885,0.2197
0.6567,0.1196
0.6665,0.0195
0.6567,-0.0391
0.647,-0.1587
0.6372,-0.2295
0.6177,-0.3271
0.6079,-0.4175
0.5786,-0.5078
0.5981,-0.6055
0.5688,-0.6665
0.5371,-0.7471
0.498,-0.8447
0.459,-0.9058
0.4175,-1.0059
0.3589,-1.0742
0.2783,-1.145
0.21,-1.2134
0.1099,-1.2646
0.0293,-1.3037
-0.0098,-1.3525
-0.0684,-1.3818
-0.1294,-1.4429
-0.1782,-1.4819
-0.2075,-1.543
-0.2393,-1.5723
-0.2783,-1.6113
-0.2979,-1.6724
-0.3589,-1.7212
-0.3589,-1.7822
-0.3687,-1.8408
-0.3882,-1.8799
-0.4077,-1.9409
-0.437,-1.9897
-0.4663,-2.0508
-0.498,-2.1094
-0.5078,-2.1484
-0.5176,-2.1899
-0.5371,-2.2485
-0.5664,-2.29
-0.5859,-2.3486
-0.6177,-2.3779
-0.6055,-2.4292
-0.647,-2.4683
-0.647,-2.5073
-0.6567,-2.5586
-0.686,-2.6074
-0.6958,-2.6563
-0.7056,-2.7075
-0.7056,-2.7271
-0.7349,-2.7759
-0.7349,-2.8076
-0.7251,-2.8467
-0.7764,-2.876
-0.7666,-2.915
