,I,angle,length,error,rerror,energy,energy_error
0,0,2368,6249.298254141148,12.306876866690391,0.0019693214127738485,1.9839699337608208,0.003907074472854698
1,5,2280,6043.49634330274,11.101729748245841,0.0018369713684940865,2.0515309580785406,0.0037686036315695212
2,-1,1778,5192.19723335309,6.419213387201486,0.0012363192495782745,2.387894620735199,0.0029522000855793395
