
TIME STEP:
125 = 0.1ms

VOLTAGE STEP:
CH1:  32 = 50mV~
CH2:  32 = 5V
GND	48	128
N	CH1	CH2

0	63	104
1	52	104
2	45	104
3	40	104
4	36	104
5	33	105
6	30	104
7	29	104
8	29	104
9	28	105
10	25	104
11	22	104
12	21	104
13	22	104
14	23	104
15	24	104
16	24	104
17	26	104
18	28	104
19	33	104
20	40	104
21	45	104
22	49	104
23	55	104
24	63	104
25	71	104
26	78	104
27	83	104
28	86	104
29	87	104
30	85	104
31	83	104
32	79	104
33	74	104
34	67	104
35	60	104
36	57	104
37	55	104
38	51	104
39	48	104
40	45	104
41	42	104
42	40	104
43	38	104
44	37	104
45	36	104
46	35	104
47	34	104
48	35	104
49	38	104
50	40	104
51	42	104
52	43	104
53	46	104
54	50	104
55	51	104
56	53	104
57	57	104
58	60	104
59	63	104
60	67	104
61	73	104
62	76	104
63	76	104
64	76	104
65	75	104
66	74	104
67	72	104
68	69	104
69	67	104
70	64	104
71	61	104
72	60	104
73	57	104
74	53	104
75	48	104
76	45	104
77	42	104
78	40	104
79	39	105
80	38	104
81	38	104
82	37	104
83	37	104
84	38	104
85	40	104
86	41	104
87	40	104
88	40	104
89	41	104
90	44	104
91	47	104
92	50	104
93	53	104
94	57	104
95	60	104
96	64	104
97	67	104
98	69	104
99	69	104
100	69	104
101	70	104
102	71	104
103	71	104
104	69	104
105	67	104
106	62	104
107	61	104
108	59	104
109	56	104
110	52	104
111	48	104
112	44	104
113	44	104
114	44	104
115	43	104
116	43	104
117	42	104
118	42	104
119	42	104
120	41	104
121	42	104
122	43	104
123	43	104
124	45	104
125	49	104
126	54	104
127	56	104
128	59	104
129	62	104
130	64	104
131	67	104
132	68	104
133	70	104
134	72	104
135	71	104
136	70	104
137	70	104
138	70	104
139	67	104
140	64	104
141	60	104
142	57	104
143	54	104
144	51	104
145	49	104
146	47	104
147	44	104
148	43	104
149	43	104
150	44	104
151	43	104
152	40	104
153	39	104
154	39	104
155	39	104
156	40	104
157	41	104
158	43	104
159	42	104
160	47	104
161	50	104
162	54	104
163	57	104
164	57	104
165	59	104
166	62	104
167	65	104
168	67	104
169	69	104
170	69	104
171	70	104
172	69	104
173	68	104
174	67	104
175	64	104
176	59	104
177	55	104
178	54	104
179	53	104
180	52	104
181	50	104
182	48	104
183	47	104
184	45	104
185	44	104
186	43	104
187	42	104
188	40	104
189	39	104
190	41	104
191	44	104
192	46	104
193	47	104
194	49	104
195	51	104
196	53	104
197	55	104
198	59	104
199	61	104
200	63	104
201	65	104
202	70	104
203	75	104
204	78	104
205	80	104
206	81	104
207	82	104
208	82	104
209	82	104
210	81	104
211	80	104
212	76	104
213	73	104
214	74	104
215	72	104
216	68	104
217	64	104
218	59	104
219	56	104
220	52	104
221	50	104
222	48	104
223	46	104
224	44	104
225	43	104
226	43	104
227	44	104
228	42	104
229	40	104
230	39	104
231	38	104
232	39	104
233	39	104
234	40	104
235	41	104
236	43	104
237	44	104
238	46	104
239	49	104
240	50	104
241	49	104
242	50	104
243	52	104
244	54	104
245	56	104
246	57	104
247	58	104
248	59	104
249	59	104
250	59	104
251	59	104
252	57	104
253	54	104
254	52	104
255	53	104
256	52	104
257	52	104
258	51	104
259	50	104
260	50	104
261	49	104
262	48	104
263	48	104
264	47	104
265	45	104
266	42	104
267	48	104
268	51	104
269	53	104
270	54	104
271	54	104
272	57	104
273	59	104
274	60	104
275	62	104
276	63	104
277	63	104
278	64	104
279	67	104
280	69	104
281	68	104
282	65	104
283	63	104
284	62	104
285	58	104
286	56	104
287	54	104
288	51	104
289	47	104
290	45	104
291	45	104
292	45	104
293	42	104
294	40	104
295	38	104
296	36	104
297	35	104
298	35	104
299	35	104
300	35	104
301	36	104
302	37	104
303	40	104
304	43	104
305	43	104
306	43	104
307	46	104
308	48	104
309	53	104
310	56	104
311	59	104
312	64	104
313	68	104
314	71	104
315	75	104
316	79	104
317	77	104
318	76	104
319	72	104
320	70	104
321	69	104
322	64	104
323	60	104
324	56	104
325	51	104
326	46	104
327	41	104
328	38	104
329	34	104
330	30	104
331	27	104
332	28	104
333	28	104
334	28	104
335	27	104
336	27	104
337	28	104
338	28	104
339	28	104
340	32	104
341	37	104
342	40	104
343	47	104
344	59	104
345	72	104
346	86	104
347	102	104
348	119	104
349	135	104
350	148	104
351	153	104
352	151	104
353	139	104
354	112	104
355	81	104
356	67	104
357	58	105
358	51	104
359	44	104
360	38	104
361	34	104
362	30	104
363	27	104
364	26	104
365	24	104
366	23	104
367	23	104
368	25	104
369	25	104
370	24	105
371	23	104
372	24	104
373	22	104
374	25	104
375	27	104
376	31	104
377	39	104
378	45	104
379	51	104
380	59	104
381	67	104
382	73	104
383	77	104
384	82	104
385	86	104
386	88	104
387	88	104
388	85	104
389	83	104
390	77	104
391	71	104
392	66	105
393	61	104
394	55	104
395	47	104
396	43	104
397	40	104
398	38	104
399	37	104
400	35	104
401	33	104
402	33	104
403	33	104
404	32	104
405	33	104
406	33	104
407	32	104
408	35	104
409	39	104
410	44	104
411	49	104
412	54	104
413	59	104
414	65	104
415	70	104
416	76	104
417	80	104
418	83	104
419	83	104
420	83	104
421	84	104
422	82	104
423	79	104
424	73	104
425	68	104
426	62	104
427	58	104
428	53	104
429	49	104
430	44	104
431	39	104
432	37	104
433	38	104
434	38	104
435	35	104
436	34	104
437	33	104
438	32	104
439	32	104
440	32	104
441	33	104
442	34	104
443	37	104
444	40	104
445	45	104
446	50	104
447	52	104
448	54	104
449	57	104
450	60	104
451	65	104
452	68	104
453	71	104
454	74	104
455	75	104
456	76	104
457	78	104
458	78	104
459	75	104
460	69	104
461	66	104
462	64	104
463	61	104
464	58	104
465	55	104
466	53	104
467	51	104
468	49	104
469	48	104
470	48	104
471	44	104
472	41	104
473	41	104
474	41	104
475	41	104
476	43	104
477	43	104
478	45	104
479	47	104
480	47	104
481	49	104
482	50	104
483	51	104
484	51	104
485	54	104
486	57	104
487	60	104
488	62	104
489	63	104
490	63	104
491	63	104
492	63	104
493	62	104
494	60	104
495	57	104
496	54	104
497	53	104
498	54	104
499	53	104
500	52	104
501	51	104
502	49	104
503	48	104
504	47	104
505	46	104
506	45	104
507	45	104
508	44	104
509	44	104
510	47	104
511	49	104
512	48	104
513	48	104
514	48	104
515	49	104
516	49	104
517	50	104
518	51	104
519	51	104
520	52	104
521	53	104
522	56	104
523	57	104
524	56	104
525	55	104
526	54	104
527	54	104
528	53	104
529	53	104
530	53	104
531	53	104
532	55	104
533	54	104
534	53	104
535	54	104
536	53	104
537	51	104
538	50	104
539	51	104
540	51	104
541	50	104
542	51	104
543	52	104
544	52	104
545	53	104
546	54	104
547	55	104
548	54	104
549	51	104
550	52	104
551	53	104
552	53	104
553	54	104
554	56	104
555	56	104
556	57	104
557	58	104
558	58	104
559	59	104
560	59	104
561	57	104
562	59	104
563	62	104
564	63	104
565	65	104
566	65	104
567	64	104
568	64	104
569	60	104
570	55	104
571	50	104
572	44	104
573	39	104
574	37	104
575	39	104
576	38	104
577	38	104
578	38	104
579	39	104
580	40	104
581	43	104
582	45	104
583	49	104
584	53	104
585	57	104
586	65	104
587	69	104
588	75	104
589	79	104
590	80	104
591	81	104
592	80	104
593	78	104
594	75	104
595	70	104
596	65	104
597	59	104
598	55	104
599	52	104
600	49	104
601	44	104
602	39	104
603	37	104
604	35	104
605	35	104
606	33	104
607	33	104
608	33	104
609	33	104
610	34	104
611	37	104
612	40	104
613	40	104
614	42	104
615	45	104
616	49	104
617	54	104
618	59	104
619	64	104
620	69	104
621	73	104
622	77	104
623	79	104
624	82	104
625	80	104
626	77	104
627	74	105
628	72	104
629	69	104
630	65	104
631	61	104
632	57	104
633	53	104
634	49	104
635	46	104
636	43	104
637	38	104
638	35	104
639	37	104
640	33	104
641	33	104
642	33	104
643	33	104
644	34	104
645	34	104
646	34	104
647	36	104
648	37	104
649	38	104
650	39	104
651	43	104
652	48	104
653	53	104
654	57	104
655	60	104
656	64	104
657	68	104
658	71	104
659	73	104
660	74	104
661	76	104
662	74	104
663	73	104
664	73	104
665	71	104
666	67	104
667	62	104
668	57	104
669	53	104
670	49	104
671	46	104
672	43	104
673	41	104
674	38	104
675	38	104
676	39	104
677	38	104
678	35	104
679	34	104
680	34	104
681	34	104
682	35	104
683	35	104
684	37	104
685	39	104
686	42	104
687	45	104
688	50	104
689	55	104
690	56	104
691	58	104
692	64	104
693	66	104
694	69	104
695	72	104
696	74	105
697	76	104
698	76	104
699	75	104
700	74	104
701	71	104
702	67	104
703	61	104
704	59	104
705	57	104
706	55	104
707	53	104
708	51	104
709	49	104
710	47	104
711	45	104
712	45	104
713	44	104
714	43	104
715	43	104
716	45	104
717	49	104
718	52	104
719	55	104
720	58	104
721	61	104
722	65	104
723	67	104
724	71	104
725	73	104
726	73	104
727	72	104
728	72	104
729	71	104
730	70	104
731	66	104
732	62	104
733	58	104
734	55	104
735	52	104
736	49	104
